METRICS_SESSION,ENDPOINT,LLM_NAME,LLM_MIN_NEW_TOKENS,LLM_MAX_NEW_TOKENS,LLM_MAX_INPUT_DOCUMENTS,RERANKER_MAX_INPUT_DOCUMENTS,RERANKER_MODEL,RERANKER_ID,URL,DISCOVERY_MAX_OUTPUT_DOCUMENTS,PROMPT_TEMPLATE,DISCOVERY_CHARACTERS,DISCOVERY_FIND_ANSWERS
1681796846,/query,google/flan-ul2,1,300,3,20,/store/checkpoints/drdecr/DrDecr.dnn,ColBERTReranker,http://localhost:8080/query,30,<<CONTEXT>>\n\nUser: <<QUESTION>>\nAgent:,1000,false
